poi_lat,poi_lon,category
6.8586027,79.8647666,schools
6.89498,79.8799006,schools
7.0268429,80.0368822,schools
6.8731857,79.9106859,schools
6.9234316,80.1238067,schools
6.9425341,79.8907831,schools
6.8568947,79.8639997,schools
7.0988024,79.8926204,schools
6.984061,80.0606849,schools
6.9451161,79.8978975,schools
6.8381591,79.9658448,schools
6.8437043,79.9542733,schools
6.814544,79.8899731,schools
6.8158345,79.8886578,schools
6.9043427,79.860175,schools
6.9048692,79.8601939,schools
6.9043395,79.8604911,schools
6.9034409,79.8597103,schools
6.8876949,79.8558976,schools
6.9420774,80.1354858,schools
6.9270331,79.8643143,schools
6.8371518,79.8653408,schools
6.9124566,79.8706768,schools
6.9140179,79.8684234,schools
6.9030492,79.8654739,schools
6.9474823,80.0602282,schools
6.9078748,79.9283783,schools
6.9226428,79.8771508,schools
7.0530739,79.9605815,schools
7.0625967,80.0041058,schools
7.0731636,80.0002229,schools
7.0919034,80.0064574,schools
7.083453,80.0317887,schools
7.0310208,80.0291657,schools
7.0893347,80.0015674,schools
7.0484574,80.0003283,schools
7.0486598,80.0002033,schools
7.0487511,80.0000552,schools
7.0488715,80.0003268,schools
7.0489049,80.0002428,schools
7.0859388,79.9929583,schools
7.088263,80.0079243,schools
7.0893047,80.0069359,schools
7.0894654,80.0077804,schools
7.0884585,80.0077758,schools
7.0885173,80.0112353,schools
7.074195,80.0149944,schools
7.0743782,80.0157028,schools
7.0600096,80.015111,schools
7.0258119,80.0260371,schools
7.0942965,80.0127103,schools
7.093793,80.0402313,schools
7.0926883,80.0394986,schools
6.9806919,79.9276962,schools
6.8815756,79.9581539,schools
7.0712722,79.9598435,schools
6.9271063,79.9069647,schools
7.086976,80.0176449,schools
6.9092223,79.9720198,schools
6.9196857,79.9635027,schools
7.0663701,79.9914614,schools
6.9700106,80.1155596,schools
6.8539967,80.0741305,schools
7.0930508,80.0055727,schools
7.0815425,80.0364338,schools
7.0814247,80.0364433,schools
7.0607273,80.0065422,schools
7.0934072,80.0098108,schools
7.0661822,79.9808709,schools
7.0904047,79.9926561,schools
7.0778552,79.9620654,schools
7.0898498,79.9934401,schools
7.0899592,79.9931905,schools
7.0901231,79.9931727,schools
7.0937019,79.9968485,schools
7.0934669,79.9968102,schools
7.094615,79.9952903,schools
7.0527088,80.0172163,schools
7.0527106,80.0171203,schools
7.0854632,80.0088783,schools
7.08866,80.0129035,schools
7.0883946,80.0132413,schools
7.0879898,80.0132375,schools
7.0598175,80.0153997,schools
7.060036,80.0153391,schools
7.0508708,80.0243826,schools
7.0760026,79.996899,schools
7.0497904,80.024152,schools
7.0500347,80.0239975,schools
7.0891762,80.0066736,schools
7.0894209,80.0075498,schools
7.0889699,80.0078195,schools
7.0888619,80.0077701,schools
7.0885808,79.9864956,schools
7.0665062,79.9798962,schools
7.0911571,80.0201111,schools
7.0911032,80.0199559,schools
7.0756162,80.0126858,schools
7.0752998,80.0124223,schools
7.0753102,80.0125469,schools
7.0755564,80.0131702,schools
7.0779505,80.0139907,schools
7.0761701,80.0135681,schools
7.0744655,80.0157385,schools
7.0885777,80.0113263,schools
7.088356,80.0110754,schools
7.0473626,80.0051154,schools
7.0474759,80.0055589,schools
7.0472907,80.0055143,schools
7.0471575,80.0052424,schools
7.0592568,79.9864971,schools
7.0514023,79.9828094,schools
7.0721894,79.9211073,schools
7.072337,79.9208645,schools
7.0881606,80.0308792,schools
7.0787024,80.0280049,schools
7.0781932,80.0244241,schools
7.0937539,80.0258098,schools
7.0837286,79.9283378,schools
7.0889585,80.0250441,schools
7.0893546,80.0246483,schools
7.089451,80.0248476,schools
7.0831,80.0262662,schools
7.0822085,80.0262205,schools
7.0825925,80.0262854,schools
7.0824898,80.0257318,schools
7.0830587,80.0259499,schools
7.0736389,80.0222956,schools
7.0888607,79.9325558,schools
7.088872,79.9324313,schools
7.0891072,79.9324101,schools
7.0894008,79.9323745,schools
7.0852186,79.9288001,schools
7.0849403,79.9284032,schools
7.085301,79.9282448,schools
7.0853602,79.9281716,schools
7.0849365,79.9286092,schools
7.0850648,79.9281229,schools
7.0893744,79.9223797,schools
7.0899024,79.922285,schools
7.0487962,80.000572,schools
7.0486864,80.000638,schools
7.0485278,80.0006225,schools
7.0474733,79.983091,schools
7.0376374,79.9819835,schools
7.0376826,79.9817949,schools
7.037769,79.9819607,schools
7.0380891,80.0255805,schools
7.0889265,79.8879598,schools
7.0314076,79.9783625,schools
7.0316849,79.9785836,schools
7.0352459,79.9899966,schools
7.0712058,79.959871,schools
7.094884,79.9953098,schools
7.066913,79.8850213,schools
7.0666084,79.8849429,schools
7.0665298,79.8854005,schools
7.0663638,79.8848299,schools
7.090115,79.9925341,schools
7.0668725,79.9787808,schools
7.0895301,80.0250061,schools
6.8816161,79.900463,schools
6.8399095,80.0581723,schools
7.0641395,79.9419405,schools
7.0640328,79.9417399,schools
7.0641869,79.9417673,schools
6.8703269,79.9372265,schools
7.0896576,79.922294,schools
7.0847343,79.9285374,schools
7.084767,79.9287566,schools
7.0854132,79.9283531,schools
7.0664291,79.9915567,schools
7.0677509,79.977639,schools
7.0920457,80.0078087,schools
6.8805756,79.8607238,schools
7.0732808,79.9921039,schools
7.0886349,80.0346932,schools
7.0884293,79.9902283,schools
7.0851046,79.9926507,schools
7.0971853,79.9450608,schools
7.0776866,79.9555989,schools
7.0894652,80.0249262,schools
7.04713,80.0101174,schools
7.0662046,79.9914598,schools
7.0661541,79.9915862,schools
7.069524,79.9564553,schools
7.0674777,79.9780897,schools
7.0742127,79.9996221,schools
7.088955,80.0068914,schools
7.0891622,80.0072829,schools
7.0892846,80.0071935,schools
7.0893484,80.0072572,schools
7.089313,80.0074212,schools
7.0890227,80.0071239,schools
7.0842586,80.0433285,schools
7.0665525,79.9787165,schools
7.0491598,79.9947621,schools
7.0895771,80.0085316,schools
7.0891867,80.0084397,schools
7.0889443,80.0082899,schools
7.0888704,80.0080292,schools
7.0884097,80.0082009,schools
7.0891983,80.0079993,schools
7.0894504,80.0080164,schools
7.0891601,80.0081674,schools
7.0760677,80.0136223,schools
7.0389002,80.0170138,schools
6.8876202,79.8689289,schools
7.0672735,79.9598673,schools
6.9942853,79.8849463,schools
6.9584025,79.8608454,schools
6.9639329,79.8662369,schools
7.0788819,79.9699078,schools
7.0489716,79.9682413,schools
6.9099633,79.8826889,schools
7.0804703,80.0259144,schools
7.0893419,79.9863476,schools
7.0910127,79.9688869,schools
6.9012095,79.9546061,schools
7.0996261,80.0472417,schools
7.0829368,80.0220877,schools
7.0354861,79.9896846,schools
7.0836137,79.8897735,schools
7.0795664,79.8887844,schools
7.0833085,79.8885599,schools
7.0665058,79.9781641,schools
7.0857125,79.9452471,schools
7.10029,80.0207512,schools
7.0392111,80.0263008,schools
7.0164921,80.0249524,schools
7.0502609,80.0009103,schools
7.047356,80.0053493,schools
6.9090217,79.8705698,schools
7.0974008,79.8854301,schools
6.8912767,79.8723236,schools
7.0801175,79.8960413,schools
7.0790442,79.8954572,schools
7.0794081,79.8955103,schools
7.078636,79.8951257,schools
7.0787366,79.895381,schools
7.0788129,79.8952142,schools
7.0986052,79.8938668,schools
7.0845967,79.8983509,schools
7.0800269,79.8854393,schools
7.0791602,79.89326,schools
7.0721163,79.9209068,schools
7.0631168,79.8892596,schools
7.0632942,79.8894135,schools
7.0634288,79.8892528,schools
7.0630599,79.8894046,schools
7.063229,79.8893294,schools
7.0986861,79.9136655,schools
7.0634842,79.8891072,schools
7.0850709,79.8978663,schools
7.0666501,79.8961166,schools
7.0602412,79.8836986,schools
7.0600801,79.8834197,schools
7.0604394,79.8835817,schools
7.0602706,79.8835225,schools
7.0600911,79.8836067,schools
7.0676273,79.9367576,schools
7.0426277,79.9875631,schools
7.0489925,79.984985,schools
7.0882376,80.0120199,schools
7.0880373,80.0131511,schools
7.0885316,80.0074719,schools
7.0670339,79.9603401,schools
7.0885882,80.011468,schools
7.0310264,79.9782307,schools
6.9029255,79.968051,schools
6.9576758,79.8866575,schools
6.9574133,79.8869105,schools
6.9573963,79.8867089,schools
6.9578542,79.8867543,schools
6.9658886,79.8869592,schools
6.9604834,79.8657444,schools
6.9555693,79.9175094,schools
6.9379306,79.9166568,schools
6.9162449,79.9934795,schools
6.9490185,79.8758681,schools
6.9487805,79.875663,schools
6.9092707,79.9703258,schools
7.0602246,79.9690238,schools
7.0707175,79.9292391,schools
7.0897472,79.8891538,schools
7.0921213,79.8852711,schools
7.0498611,80.0240479,schools
7.0891203,79.8892313,schools
7.0818536,79.902333,schools
7.0851357,79.8981921,schools
7.0848522,79.8982721,schools
7.0850039,79.8982576,schools
7.0630468,79.8890283,schools
7.0941275,79.9918187,schools
7.1001381,79.9103547,schools
7.0853654,79.9284901,schools
7.0855473,79.9283035,schools
7.0852273,79.9280391,schools
7.0845651,79.9283558,schools
7.0848217,79.9285243,schools
7.0600285,79.8835143,schools
7.0631904,79.8890117,schools
7.0666493,79.8850841,schools
7.1004405,79.9583966,schools
7.0891385,79.932372,schools
6.8284464,79.9346294,schools
6.8155267,80.0962605,schools
6.8553426,79.9688634,schools
7.0607042,79.9201643,schools
6.9066231,79.9451105,schools
6.9067336,79.9450475,schools
6.9066176,79.9451765,schools
6.9066071,79.9450253,schools
6.9067654,79.8927096,schools
6.8738269,79.9499775,schools
6.8238487,80.0393551,schools
6.872352,79.8933983,schools
6.8916762,79.859481,schools
6.9039505,79.9577098,schools
6.92387,79.8721119,schools
6.8293276,79.9344043,schools
6.8293927,79.9349278,schools
6.845697,79.9385181,schools
6.8483964,79.9375089,schools
7.0390614,80.1132529,schools
6.9669105,80.0410491,schools
6.9574682,80.0519311,schools
6.9586543,80.0515861,schools
6.8479592,80.0881715,schools
6.9948444,80.1945198,schools
6.8867786,79.8748174,schools
6.912111,79.8937744,schools
6.8536291,79.8741426,schools
6.8111842,79.8851277,schools
7.0006745,79.9532369,schools
6.8322327,79.8656927,schools
6.8323323,79.8656821,schools
7.016159,79.9691615,schools
6.8464855,79.8965722,schools
6.8468167,79.8980941,schools
6.8385571,79.9463834,schools
6.8389196,79.9007462,schools
6.8381788,79.9012343,schools
6.8375232,79.902357,schools
6.8342926,79.885442,schools
6.8354524,79.8852348,schools
6.8426482,79.8850162,schools
6.8301351,79.8764537,schools
6.9896216,79.9386692,schools
7.0188884,80.1927763,schools
6.9227651,79.8673749,schools
6.9511702,79.8617684,schools
6.9980155,79.9871395,schools
6.9979183,79.9888527,schools
6.840643,80.0798506,schools
6.9491098,79.9187151,schools
6.9517933,79.9099763,schools
6.8931119,79.929556,schools
6.814615,80.1497832,schools
6.9320891,79.8999572,schools
6.8739545,79.8914827,schools
7.0663532,80.0124914,schools
7.0662627,80.0125969,schools
6.9263193,79.8731011,schools
6.9264722,79.8736,schools
6.8226788,80.0302774,schools
6.9041094,79.8605321,schools
6.8973503,79.8629928,schools
6.9573511,80.0339834,schools
6.8697027,80.1198316,schools
6.92012,79.8944536,schools
6.9085247,79.8750495,schools
6.8839436,79.8605704,schools
6.8116568,80.1890373,schools
7.0898412,79.992532,schools
